POA_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
POA3114,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,136,13,0,3,150,6,0,7,160,6,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,13,0,3,152,6,0,7,160,6,0,167,15,0,0,0,15,0,0,0,16,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,153,13,0,3,170,6,4,7,177,15,0,185,30,0,0,0,30,3,0,3,31,0,0,35,57,9,0,3,69,0,0,0,68,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,7,3,3,101,3,0,3,107,5,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3115,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,6,0,0,0,6,0,0,6,117,4,0,3,133,0,0,0,133,4,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,127,8,0,3,136,0,0,0,136,4,0,137,17,0,0,0,21,0,0,0,21,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,148,8,3,3,161,0,0,0,161,7,0,163,31,0,0,0,29,0,0,0,29,0,0,31,36,0,0,0,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,68,3,3,0,75,0,0,0,75,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3116,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,188,18,3,0,218,4,0,4,218,3,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,18,3,0,214,4,0,4,217,3,0,226,25,0,0,0,26,0,0,0,26,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,221,23,3,0,244,4,0,4,248,7,0,259,44,4,0,0,51,0,0,0,48,0,0,50,56,3,0,0,59,0,0,0,61,0,0,65,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,5,0,0,0,5,0,0,5,101,6,6,3,117,3,0,3,114,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3121,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,135,23,0,0,156,3,3,8,163,16,0,178,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,5,0,0,0,5,4,0,7,4,3,0,0,9,0,0,0,9,4,0,12,133,22,0,4,164,5,3,10,175,19,0,187,32,9,0,3,46,0,0,0,46,9,0,49,0,0,0,0,0,0,0,0,0,0,0,0,166,30,3,9,208,5,3,10,212,23,0,236,47,6,0,0,55,0,0,0,57,0,0,60,31,5,0,0,43,0,0,0,43,8,0,48,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,83,13,0,0,104,0,0,0,104,10,0,116,4,0,0,0,3,3,0,3,4,0,0,4,0,0,0,0,3,0,0,0
POA3122,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,5,244,20,7,6,275,3,0,3,277,9,0,292,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,0,0,0,11,0,0,11,10,3,0,0,10,0,0,0,10,0,0,10,247,27,7,6,283,3,0,3,290,9,0,301,50,3,0,0,56,0,0,0,56,6,0,68,0,0,0,0,0,0,0,0,0,0,0,0,298,28,4,11,341,3,0,3,348,19,0,365,72,9,0,3,87,0,0,5,88,3,0,94,75,13,0,0,87,3,0,3,86,4,0,92,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,146,23,0,7,180,3,0,9,184,11,0,195,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,5,0,0,0
POA3123,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,7,0,0,7,188,15,0,3,209,3,0,5,215,12,0,221,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,6,0,0,6,10,0,0,0,9,0,0,0,9,0,0,9,194,20,4,3,215,3,0,5,225,12,0,233,42,0,0,0,42,0,0,0,42,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,232,17,4,3,258,3,0,5,261,10,0,279,45,3,0,0,51,0,0,0,52,3,0,57,73,5,0,0,82,0,0,0,82,0,0,78,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,127,10,0,0,135,0,0,0,135,3,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3124,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,3,4,0,0,0,4,0,0,4,381,50,3,9,448,12,3,18,460,29,0,491,4,0,0,0,4,0,0,0,4,0,0,4,12,0,0,0,12,0,0,0,14,0,0,13,18,0,0,0,18,0,0,0,15,0,0,21,400,50,3,9,462,12,4,21,477,24,0,505,87,11,0,0,100,3,0,3,103,16,0,121,0,0,0,0,0,0,0,0,0,0,0,0,492,60,3,7,565,20,4,21,584,46,0,632,126,16,0,0,138,6,3,8,148,17,0,162,190,21,3,0,211,7,0,7,223,10,0,228,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,3,4,0,0,0,4,0,0,4,314,37,3,6,361,11,5,11,379,21,0,396,3,0,0,0,3,0,0,0,7,0,0,8,4,0,0,0,4,4,0,4
POA3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,17,3,0,179,0,3,8,186,5,0,192,3,0,0,0,3,0,0,0,4,0,0,4,4,0,0,0,3,0,0,0,3,0,0,8,4,0,0,0,6,0,0,3,9,0,0,10,168,17,3,0,185,3,3,9,194,11,0,204,27,0,0,0,30,0,0,0,32,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,199,16,3,0,220,4,3,12,227,10,0,239,42,10,0,0,52,4,0,6,61,7,0,66,39,7,0,0,46,0,0,3,44,4,0,55,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,84,12,0,0,101,5,3,10,105,10,0,119,5,0,0,0,5,0,0,0,6,0,0,6,3,0,0,0,7,0,0,0
POA3126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,174,15,5,0,196,3,0,3,203,8,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,4,0,4,5,0,0,5,177,15,5,0,198,12,0,12,206,8,0,217,49,6,0,0,53,4,0,3,58,7,0,66,0,0,0,0,0,0,0,0,0,0,0,0,225,21,5,0,247,10,0,13,260,19,0,280,66,3,0,0,67,3,0,3,67,4,0,74,70,8,0,0,83,0,0,3,87,6,0,86,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,7,0,0,7,143,14,0,0,160,3,0,3,163,8,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3127,3,0,0,0,7,0,0,0,8,0,0,10,0,0,0,0,5,0,0,0,5,0,0,5,401,34,0,3,444,3,0,7,446,21,0,466,4,0,0,0,4,0,0,0,4,0,0,5,3,0,0,0,3,0,0,0,6,3,0,9,10,0,0,0,10,0,0,0,10,3,0,15,415,34,0,3,452,8,0,7,458,24,0,479,80,10,0,0,88,0,0,3,94,9,0,103,0,0,0,0,0,0,0,0,0,0,0,0,498,38,3,3,545,5,3,14,556,27,0,585,99,13,0,0,112,0,0,3,112,15,0,122,177,13,0,0,188,3,0,3,192,10,0,202,0,3,0,0,7,0,0,0,8,0,0,8,0,0,0,0,4,0,0,0,4,0,0,7,278,29,0,4,307,4,0,3,313,24,0,337,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
POA3128,3,0,0,0,5,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,262,38,5,3,303,11,0,13,314,23,0,335,0,0,0,0,0,3,0,3,3,0,0,7,3,0,0,0,3,0,0,0,3,0,0,9,3,0,0,0,3,5,0,5,6,3,0,13,267,39,5,3,304,16,0,14,322,24,0,341,34,4,0,0,40,4,0,3,45,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,301,39,4,3,345,17,3,20,366,32,0,396,61,9,0,0,75,0,0,0,75,3,0,77,84,19,0,0,103,3,0,4,105,3,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,31,0,0,174,0,0,3,179,9,3,189,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0
POA3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,262,26,4,3,296,6,0,6,303,21,0,325,0,3,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,7,0,3,0,0,7,0,0,0,7,0,0,8,261,34,4,3,300,10,0,6,313,26,0,331,50,3,0,0,50,3,0,3,51,9,0,60,0,0,0,0,0,0,0,0,0,3,0,4,311,33,4,8,351,12,0,12,364,29,0,394,61,8,3,0,69,3,0,3,76,13,0,90,92,15,0,0,116,3,0,3,120,5,0,122,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,158,26,3,3,189,9,0,5,194,20,0,217,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0
POA3130,3,0,0,0,7,0,0,0,7,0,0,7,3,0,0,5,4,0,0,0,4,0,0,4,588,59,10,7,663,10,3,17,676,33,0,708,5,4,0,0,11,0,0,0,11,0,0,11,12,0,0,0,15,0,0,0,15,0,0,15,19,9,0,0,22,0,0,0,22,0,0,25,605,61,10,7,688,10,3,17,706,30,0,733,93,12,0,0,105,0,0,5,109,12,0,121,0,0,0,0,0,0,0,0,0,0,0,0,706,71,10,5,795,12,3,17,813,47,0,859,134,15,3,3,150,3,0,3,160,6,0,167,194,14,0,0,205,3,0,7,210,12,0,220,5,5,0,0,9,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,333,29,3,3,368,6,0,5,379,21,0,401,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,11,0,0,0
POA3131,0,0,3,0,4,0,0,0,4,0,0,4,4,0,0,0,5,0,0,0,5,0,0,5,300,39,5,6,351,10,0,8,363,24,0,391,0,0,0,0,0,3,0,3,4,0,0,4,6,3,0,0,8,0,0,0,6,0,0,6,6,5,0,0,6,3,0,3,12,0,0,12,311,42,5,6,364,14,0,14,378,24,0,402,73,3,0,3,82,0,0,0,85,10,0,93,0,0,0,0,0,0,0,0,0,0,0,0,377,47,9,9,442,16,0,20,459,41,0,500,82,4,3,0,85,4,0,4,91,12,0,99,95,18,0,0,116,0,0,0,123,9,0,132,0,3,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,180,30,3,0,214,6,0,6,221,18,0,239,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0
POA3132,0,3,3,0,3,0,0,0,3,0,0,7,0,0,0,0,4,0,0,0,4,0,0,4,208,27,3,0,242,6,0,6,250,9,0,253,0,0,0,0,3,0,0,0,4,0,0,4,5,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,7,0,0,0,7,0,0,6,215,32,3,0,246,8,0,11,255,8,0,260,31,3,0,0,34,0,0,0,35,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,243,29,3,3,278,11,0,12,285,22,0,311,41,7,0,0,43,0,0,0,47,3,0,49,87,14,0,0,97,0,0,3,103,6,0,109,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,130,15,0,0,144,4,0,4,155,13,0,161,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0
POA3133,4,0,4,0,13,0,0,0,13,0,3,11,0,0,0,4,5,0,0,0,5,0,0,5,374,60,6,4,445,6,0,11,458,13,3,468,5,0,0,0,5,0,0,0,8,0,0,8,13,3,0,0,13,0,0,0,13,0,0,13,19,3,0,0,18,0,0,0,19,0,0,19,395,60,6,3,462,10,0,11,473,13,3,492,92,10,3,0,108,3,0,3,111,10,0,121,0,0,0,0,0,0,0,0,0,0,0,3,487,72,11,4,574,11,0,18,590,24,3,616,134,19,0,0,150,8,4,9,161,7,0,173,141,18,0,4,168,6,0,6,171,5,0,179,3,3,0,0,9,0,0,0,9,0,0,9,3,0,0,0,3,0,0,0,3,0,0,3,279,37,3,4,332,14,4,15,350,15,0,361,5,0,0,0,5,5,0,5,8,0,0,8,8,0,0,0,7,0,0,0
POA3134,13,0,0,0,14,0,0,0,14,0,0,12,3,0,0,3,7,0,0,3,7,0,0,7,535,56,9,15,613,8,0,13,621,24,0,650,4,0,0,0,7,0,0,0,7,0,0,7,5,3,0,0,7,9,0,9,14,0,0,16,11,3,0,0,11,9,0,9,23,0,0,21,543,60,9,15,625,18,0,18,641,25,0,675,101,10,0,3,117,0,0,0,117,16,0,132,0,0,0,0,0,0,0,0,0,0,0,0,648,71,9,18,740,18,0,18,759,46,0,805,146,9,3,3,157,6,0,4,164,16,0,183,186,27,0,3,212,4,0,3,219,9,0,227,5,0,3,0,5,0,0,0,7,0,0,7,0,0,0,0,4,0,0,0,4,0,0,4,340,36,8,6,381,10,3,13,396,25,0,416,0,4,0,0,4,0,0,0,4,0,0,4,10,0,0,0,8,0,0,0
POA3135,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,6,0,0,0,6,0,0,6,315,25,9,4,356,8,3,14,366,8,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,9,4,0,0,0,6,0,0,0,6,0,0,6,322,31,9,4,362,14,3,16,372,8,0,377,42,5,0,0,49,0,0,0,50,18,0,63,0,0,0,0,0,0,0,0,0,0,0,0,358,39,9,4,407,14,3,15,423,22,0,442,70,12,3,0,83,0,0,0,86,8,0,91,89,11,3,3,113,0,0,0,112,3,0,113,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,0,0,4,167,23,3,6,202,0,0,0,206,14,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3136,13,0,0,0,12,0,0,0,12,0,0,13,8,0,0,6,7,0,0,0,7,0,0,7,649,63,16,12,746,8,5,15,755,26,0,785,5,0,0,0,6,4,0,4,8,0,0,9,6,0,0,0,6,0,0,4,5,0,0,5,14,0,0,0,16,4,0,8,18,0,0,21,663,67,16,12,753,15,7,24,777,29,0,806,119,9,0,0,131,4,0,4,139,31,0,168,0,0,0,0,3,0,0,0,3,0,0,3,778,77,16,11,889,19,7,25,920,56,4,983,166,14,0,0,189,0,0,3,189,11,0,203,197,27,4,0,233,3,0,3,235,13,0,246,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,3,3,0,0,0,3,0,0,3,367,46,7,4,426,6,3,11,434,23,0,456,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0
POA3137,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,215,20,4,8,240,3,0,8,250,9,0,257,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,12,0,0,0,12,0,0,0,12,0,0,12,225,20,4,8,250,3,0,8,260,9,0,268,28,9,0,3,37,0,0,0,42,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,256,23,3,7,293,5,0,8,298,19,3,314,31,6,5,0,43,0,0,0,42,5,0,47,48,3,0,0,50,0,0,0,50,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,12,6,0,98,0,0,0,95,6,0,103,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
POA3138,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,3,9,0,0,0,9,0,0,9,334,25,6,6,374,4,3,12,377,19,0,396,6,0,0,3,5,0,0,0,5,0,0,5,6,0,0,0,7,5,0,5,7,0,0,12,10,0,0,3,11,4,0,4,17,0,0,15,339,29,6,11,380,13,3,11,397,22,0,412,88,6,0,0,95,7,0,7,105,14,0,116,0,0,0,0,0,0,0,0,0,0,0,0,433,33,6,12,478,21,3,23,500,34,0,536,81,17,0,0,100,3,0,3,97,4,0,105,102,11,3,0,118,0,3,3,118,5,0,122,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,3,0,0,0,3,0,0,8,189,28,5,0,224,0,3,6,226,16,0,242,3,5,0,0,6,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0
POA3139,3,0,3,0,5,0,0,0,5,0,0,10,0,0,0,3,5,0,0,0,5,0,0,5,218,24,7,7,253,3,0,3,257,6,0,267,3,0,0,0,3,0,0,0,4,0,0,4,9,0,0,0,7,0,0,0,13,0,0,13,11,0,0,0,10,0,0,3,13,0,0,13,231,22,7,7,266,4,0,3,272,6,0,280,35,5,0,0,47,0,0,0,47,8,0,57,0,0,0,0,0,0,0,0,0,0,0,0,265,34,7,11,315,4,0,3,321,20,0,340,46,8,0,0,55,0,0,0,52,0,0,57,48,4,0,0,53,0,0,0,53,0,0,54,0,0,4,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,92,14,3,0,108,0,0,0,109,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3140,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,294,19,8,3,325,7,0,7,331,8,0,343,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,0,0,6,8,0,0,0,5,0,0,0,10,0,0,12,301,23,8,3,333,5,0,5,339,10,0,353,57,8,0,0,65,0,0,0,71,12,0,78,4,0,0,0,4,0,0,0,4,0,0,3,365,29,8,5,408,5,0,4,415,22,0,437,51,0,0,0,50,0,0,0,50,0,0,54,71,7,0,0,77,0,0,0,80,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,7,0,5,132,0,0,0,133,4,0,136,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
POA3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,3,0,104,3,0,3,107,4,0,108,3,0,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,9,102,4,3,0,109,3,0,3,113,6,0,115,21,5,0,0,26,0,0,0,28,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,124,13,3,0,131,6,0,6,137,10,3,151,28,3,0,0,31,0,0,0,31,0,0,35,25,4,0,0,27,0,0,0,27,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,10,0,0,64,0,0,0,64,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3142,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,120,18,0,0,138,0,0,0,138,5,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,6,121,18,0,0,135,0,0,0,139,9,0,147,64,7,0,3,73,3,0,3,75,8,0,78,3,0,0,0,3,0,0,0,3,0,0,4,179,25,0,3,210,5,0,5,215,16,0,230,46,7,3,0,53,0,0,0,53,8,0,53,49,8,0,0,56,0,0,0,56,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,7,99,16,3,0,114,0,0,0,112,10,0,120,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
