SA2_MAINCODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
206031114,0,0,0,9,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,13,48,0,0,0,0,0,67,0,0,0,4,3,0,3,0,0,12,3,5,23,73,30,26,11,3,0,164,0,0,0,0,0,0,0,0,0,9,0,0,3,12,3,0,0,0,0,23,0,0,0,4,0,0,0,0,0,3,0,6,4,36,12,4,0,0,0,66,0,0,0,5,3,11,3,7,6,40,0,0,0,8,4,6,9,0,5,42,0,5,3,13,3,0,0,0,0,28,0,0,6,7,5,3,0,0,0,26,0,0,0,0,3,0,0,3,0,13,0,3,3,42,6,11,3,0,3,74,0,0,0,8,3,0,0,0,0,17,0,3,3,33,4,0,0,0,0,46,0,0,0,3,4,0,0,0,0,12,0,0,0,10,4,0,0,0,0,22,0,12,6,21,3,4,3,0,0,42
206031115,0,0,0,6,0,0,0,0,0,6,0,0,6,5,0,0,0,0,0,12,0,0,3,15,0,0,0,0,0,19,0,0,3,3,0,0,0,0,0,9,0,3,14,50,5,3,0,0,3,79,0,0,0,4,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,21,6,0,0,0,0,34,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,3,3,0,0,10,0,0,7,16,0,0,0,0,0,25,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,8,0,0,3,11,0,0,4,0,0,20,0,0,0,15,0,0,0,0,0,23,0,0,5,8,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,8,7,7,5,5,0,33,3,3,4,21,0,0,0,0,0,29
206031116,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,11,15,0,0,0,0,0,30,0,0,0,3,0,0,4,3,0,7,3,4,12,64,17,12,3,0,0,122,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,4,32,6,0,6,0,0,51,0,0,0,6,6,0,3,3,0,20,0,3,0,7,6,3,3,0,0,27,0,0,0,10,0,5,0,0,0,23,0,0,0,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,3,0,0,16,0,0,3,15,0,3,0,0,0,20,0,0,3,39,0,0,0,0,0,53,0,0,0,7,4,0,0,0,0,9,0,0,0,6,3,0,0,0,0,9,0,7,5,13,8,3,0,0,0,33
206041117,0,0,9,8,0,0,0,0,0,27,0,0,46,3,0,0,0,0,0,53,0,0,0,3,0,0,0,0,0,3,0,0,7,11,3,0,3,0,0,24,0,7,53,89,11,8,4,3,0,169,0,0,0,0,0,0,0,0,0,4,0,0,7,8,0,0,0,0,0,19,0,0,6,3,0,0,0,0,0,5,0,0,18,35,10,3,0,0,0,67,0,0,0,7,0,6,3,0,0,23,0,0,3,8,0,0,0,0,0,21,0,3,204,52,3,3,0,0,0,264,0,0,16,7,3,3,0,0,0,26,0,0,0,0,0,3,0,0,0,9,0,0,41,17,6,3,0,0,0,63,0,0,32,39,4,0,0,0,0,79,0,0,35,43,3,0,0,0,0,87,0,0,0,4,0,0,0,3,0,13,0,0,0,13,6,6,3,3,0,27,4,0,31,38,9,0,0,0,0,83
206041118,0,0,0,8,0,0,0,0,0,10,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,11,0,0,21,62,25,14,0,3,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,7,39,5,4,3,0,0,58,0,0,0,13,0,3,0,0,0,11,0,0,0,3,3,0,3,0,0,9,3,0,6,29,0,3,0,0,0,45,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,3,0,0,0,16,0,5,0,0,0,16,0,0,13,46,4,3,0,0,0,63,0,0,10,34,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,12,3,6,7,21,3,3,4,0,0,42
206041119,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,10,0,0,8,56,7,22,6,0,0,90,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,11,3,0,4,9,3,0,0,0,0,19,0,0,3,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,9,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,20,4,0,0,0,0,35
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,0,0,0,3,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,3,3,19,99,15,4,3,0,0,148,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,8,0,0,5,19,5,4,0,0,0,38,0,0,0,11,0,0,0,0,0,12,0,0,3,11,3,0,3,0,0,16,0,0,0,28,4,0,0,0,0,33,0,0,4,21,6,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,22,0,0,0,13,0,3,0,0,0,13,0,0,3,17,3,0,0,0,0,25,0,0,0,4,3,0,0,0,0,10,0,0,0,4,0,0,0,0,0,9,0,3,3,22,3,4,0,0,0,31
206041122,0,0,13,17,0,0,0,0,0,37,0,0,15,3,0,3,0,0,0,26,0,0,7,10,0,0,0,0,0,19,0,0,3,7,0,0,0,0,0,14,0,0,47,95,20,19,4,0,0,194,0,0,0,3,3,0,0,0,0,8,0,0,0,10,0,0,0,0,0,14,0,0,3,0,4,0,0,0,0,9,0,4,40,125,15,4,3,0,0,190,0,0,0,10,3,4,0,0,3,22,0,0,0,8,3,5,3,0,0,21,0,4,225,119,10,10,0,0,0,372,0,0,4,18,8,3,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,32,50,7,9,0,0,0,90,0,0,115,396,15,4,3,0,0,532,0,0,195,489,15,3,0,0,0,705,0,0,0,7,0,0,0,0,0,9,0,0,3,10,0,0,0,0,0,18,0,8,26,52,9,12,5,0,0,111
206041123,0,0,3,10,0,0,0,0,0,11,0,0,7,4,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,4,3,0,0,0,0,3,11,0,5,54,119,20,19,3,3,0,224,0,0,5,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,3,6,77,4,6,3,0,0,105,0,0,3,9,0,3,3,0,0,15,0,0,4,21,6,7,4,0,0,40,0,0,43,49,6,0,3,0,0,108,0,0,10,12,3,3,0,0,0,27,0,0,0,0,5,0,3,0,0,7,0,3,3,32,4,0,3,0,0,38,0,0,19,67,4,0,0,0,0,94,0,0,16,65,6,3,0,0,0,97,0,0,0,5,0,0,0,0,0,8,0,0,0,10,6,3,3,0,0,25,3,4,22,42,10,6,4,0,0,93
206041124,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,9,0,0,43,29,4,0,3,0,0,89,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,34,0,0,0,4,0,0,0,0,3,4,0,0,3,3,0,3,0,0,0,15,0,0,31,15,0,0,3,0,0,45,0,0,17,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,13,12,0,4,0,0,0,29,0,0,11,4,3,0,0,0,0,21,0,0,5,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,20,12,0,3,0,0,0,37
206041125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,41,10,15,5,0,3,86,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,16,0,0,0,0,0,25,0,0,0,3,0,0,0,4,0,22,0,0,4,3,0,0,5,0,0,13,0,0,3,12,4,0,0,0,0,17,0,0,0,11,0,4,0,3,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,5,0,0,0,17,0,0,0,12,0,0,0,0,0,13,0,0,3,15,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,20,7,5,3,0,0,48
206041126,0,0,0,12,0,0,3,0,0,20,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,0,4,0,0,11,0,3,51,157,24,22,3,0,0,274,0,0,0,4,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,17,85,14,7,0,0,0,125,0,0,0,9,0,5,0,3,0,17,0,0,6,18,4,5,4,0,0,40,0,3,40,85,6,3,3,0,0,142,0,0,3,25,7,0,3,0,0,36,0,0,0,7,0,0,0,0,0,9,0,0,3,28,3,3,0,0,0,40,0,3,21,62,5,5,0,0,0,102,4,0,16,78,7,0,0,0,0,106,0,0,0,3,0,0,0,0,0,7,0,0,0,5,3,0,0,0,0,14,3,0,14,42,3,3,5,0,0,69
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,3,6,3,0,25,11,5,21,85,42,15,15,0,0,196,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,4,0,0,3,21,7,8,0,0,0,42,0,0,0,8,3,4,5,7,4,26,0,0,5,28,7,3,9,3,3,57,0,0,7,23,7,5,0,0,0,39,0,0,0,18,4,6,0,0,0,34,0,0,0,0,0,0,0,0,0,9,0,0,0,15,3,9,0,0,0,27,0,0,7,15,3,3,0,0,0,24,0,0,3,24,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,7,12,13,31,12,11,7,0,0,89
206051129,0,0,0,5,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,13,3,0,0,3,3,24,0,7,26,123,28,23,5,0,0,217,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,3,0,0,0,18,0,0,0,0,0,21,0,0,0,21,3,16,3,4,4,56,0,0,4,34,10,3,3,0,0,56,0,0,4,0,3,0,0,0,0,13,0,0,0,28,6,5,3,0,0,52,0,0,0,8,0,0,0,3,0,12,0,0,0,0,0,6,0,0,0,7,0,0,0,7,0,0,0,0,0,8,3,0,0,15,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,8,0,0,0,4,4,0,0,0,0,8,3,20,7,44,13,4,0,0,0,93
206051130,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,3,0,0,25,5,4,16,113,39,29,9,8,0,219,0,0,0,3,5,5,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,21,8,0,0,0,0,35,0,0,0,11,8,8,6,4,0,45,0,0,0,23,8,12,11,6,0,54,0,0,3,8,6,3,0,0,0,27,0,3,5,31,16,12,5,0,0,64,0,0,0,0,0,3,0,6,0,9,0,0,0,5,5,0,0,0,0,11,0,0,3,10,0,0,0,0,0,18,0,0,0,9,4,0,0,0,0,13,0,0,0,4,3,3,0,0,0,7,0,0,0,4,4,5,3,3,0,23,7,4,6,40,14,4,7,0,0,79
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051132,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,17,0,0,22,90,28,15,3,6,0,161,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,3,3,0,0,0,0,11,0,0,3,14,4,3,0,3,0,29,0,0,0,9,0,0,4,4,0,15,0,0,0,8,11,3,3,0,3,32,0,0,11,21,3,0,0,0,0,39,0,0,8,16,3,3,4,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,3,19,0,3,0,0,0,24,0,3,5,30,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,0,0,7,3,0,0,28,6,3,10,0,0,55
206051133,0,0,0,14,4,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,16,0,0,0,19,3,3,3,0,0,33,0,9,58,286,50,50,10,0,0,469,0,0,3,18,3,3,0,0,0,31,0,0,0,9,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,13,0,0,3,65,8,6,3,0,0,90,0,0,0,25,4,19,15,11,27,102,0,0,8,31,15,3,3,0,4,61,0,0,8,26,3,4,3,0,0,50,0,0,3,56,11,3,3,0,0,82,0,0,0,4,0,3,7,0,0,14,0,0,3,25,4,0,0,0,0,37,0,0,4,26,0,3,0,0,0,32,0,0,8,35,11,0,0,0,0,50,0,0,0,0,0,0,0,0,0,5,0,3,0,14,0,4,0,0,0,21,6,10,17,89,15,19,9,0,0,162
206051134,0,0,3,8,0,0,3,4,3,20,0,0,0,0,0,0,0,0,0,3,0,0,9,10,0,0,0,0,0,20,0,0,0,5,0,3,6,3,0,18,0,3,36,171,21,12,3,3,0,258,0,0,0,7,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,3,39,6,5,7,0,0,62,0,0,0,19,3,13,20,6,5,59,0,0,3,18,7,3,4,0,0,40,0,0,4,9,0,3,0,0,0,23,0,0,6,38,11,9,3,3,0,71,0,0,0,10,0,3,0,5,0,18,0,0,0,17,3,0,5,0,0,22,0,0,3,12,0,3,0,0,0,16,0,3,5,33,9,0,0,0,0,47,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,9,9,8,56,19,4,6,0,0,105
206061135,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,12,0,0,0,6,0,0,0,3,0,12,0,0,9,61,7,12,5,4,5,103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,3,7,0,0,0,39,0,0,3,3,7,4,12,3,13,39,0,0,0,7,0,0,3,4,0,15,0,0,0,3,0,3,0,0,0,7,0,0,3,17,0,13,7,3,0,40,0,0,0,3,0,0,0,0,0,3,0,0,4,11,3,3,3,0,3,26,0,0,0,3,0,0,0,0,0,3,0,0,5,29,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,9,18,3,11,0,0,3,52
206061136,0,0,0,10,0,4,0,0,3,23,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,11,0,0,0,9,3,3,3,0,0,16,0,6,57,253,32,29,6,5,4,392,0,0,0,11,0,0,4,0,0,14,0,0,0,5,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,6,49,3,5,4,0,0,75,0,0,0,19,3,11,8,7,9,56,3,0,0,29,5,5,3,0,0,50,0,3,10,22,3,0,4,0,0,41,0,0,14,46,7,8,4,0,0,69,0,0,0,0,0,3,0,0,0,7,0,0,0,24,3,4,0,0,0,34,0,0,4,20,0,0,0,0,0,22,0,0,8,25,0,3,0,0,0,33,0,0,0,3,0,0,0,0,0,6,0,0,0,3,7,0,3,0,0,16,0,8,20,63,7,7,4,4,3,119
206061137,0,0,3,4,4,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,16,0,4,3,0,0,23,0,0,63,241,35,20,19,6,3,381,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,52,3,6,7,0,0,73,0,0,0,13,3,4,10,4,3,37,0,0,6,44,7,4,3,5,0,67,3,9,11,40,4,4,7,0,0,80,3,0,6,48,9,4,4,3,0,86,0,0,0,0,3,0,0,3,0,7,0,0,0,25,5,3,3,0,0,41,0,3,12,42,5,4,3,0,0,69,0,0,11,49,4,0,4,0,0,67,0,0,0,5,0,0,0,0,0,5,0,0,0,13,3,6,4,0,0,23,0,0,19,80,10,3,4,0,0,117
206061138,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,13,0,5,10,52,16,26,14,9,5,147,0,0,0,4,3,3,3,0,0,7,0,0,0,4,0,3,0,0,0,5,0,0,0,0,4,3,0,0,0,7,0,3,0,11,4,3,0,0,0,26,0,0,0,4,0,4,18,28,32,87,0,5,0,0,3,0,0,9,0,19,0,4,7,10,8,9,6,0,0,37,0,0,11,13,15,14,13,3,5,75,0,0,0,0,0,0,0,0,0,5,0,0,3,4,3,8,10,0,0,37,0,3,0,9,0,3,3,0,0,24,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,5,24,11,10,13,3,3,71
206071139,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,8,0,0,12,102,12,3,3,0,0,140,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,14,5,3,0,0,0,25,0,0,0,6,0,0,0,0,0,12,0,0,3,12,3,3,3,0,0,22,3,0,0,13,0,0,0,0,0,25,0,0,0,18,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,5,18,0,0,0,0,0,26,0,0,3,32,5,0,0,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,23,0,0,0,0,0,34
206071140,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,11,0,0,12,96,9,7,3,0,3,133,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,12,0,0,3,6,4,0,4,0,0,17,0,0,3,13,0,3,0,0,0,19,0,0,4,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,3,11,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,0,3,4,0,0,0,0,7,0,3,6,38,3,3,4,0,0,62
206071141,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,10,0,0,21,104,11,7,3,0,0,147,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,12,0,3,3,0,0,24,0,0,0,5,0,0,0,0,0,4,0,0,3,10,0,0,3,0,0,17,0,0,5,13,3,0,0,0,0,25,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,4,8,0,0,0,0,0,12,0,0,5,18,8,4,0,0,0,36,0,0,0,3,0,0,0,0,0,3,0,0,0,5,6,0,5,3,0,18,3,0,7,37,0,3,0,0,0,47
