SSC_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SSC20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20012,17,0,0,0,0,0,0,3,19,9,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,16,3,3,3,0,0,0,0,0,16,3,3,7,0,0,0,0,0,6,0,3,14,9,0,0,0,0,24,4,7,8,8,0,0,0,4,27,10,3,18,7,0,0,0,4,43,9,8,11,7,4,0,0,5,49,8,8,13,9,4,0,0,0,45,7,0,10,10,3,0,0,7,32,0,0,4,0,4,0,0,0,14,0,3,5,4,4,0,0,0,17,3,0,3,3,0,0,0,0,15,0,0,0,5,0,0,0,0,15,89,40,107,56,22,11,3,29,356
SSC20013,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,3,0,4,0,0,0,0,3,12,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,12,3,0,0,4,55
SSC20014,114,0,0,0,0,0,0,10,133,167,9,0,0,0,0,0,16,197,228,33,8,0,0,0,0,17,288,170,81,49,4,3,0,0,24,330,84,61,98,19,11,0,0,20,296,68,59,91,45,5,0,0,19,289,56,40,74,54,10,5,0,13,249,53,34,84,40,10,0,0,11,232,36,23,96,45,18,3,0,14,232,25,23,70,55,16,4,0,15,206,19,18,67,67,24,7,4,17,207,13,10,60,59,22,4,3,14,187,9,10,60,52,21,11,10,13,183,3,17,52,27,23,14,3,9,159,5,22,46,13,19,6,10,16,137,1051,446,857,479,170,59,31,240,3331
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,114,3,0,0,0,0,0,28,144,123,20,4,0,0,0,0,23,174,114,43,27,10,0,0,0,11,204,60,41,61,18,4,0,0,15,207,42,27,58,25,17,3,3,12,195,29,19,69,24,13,3,0,14,163,25,31,53,30,14,3,3,10,170,15,18,66,37,15,7,9,15,183,13,14,74,37,18,4,5,10,178,7,10,77,56,19,7,0,13,198,9,12,62,46,23,6,3,11,173,6,6,35,20,11,6,4,5,94,3,7,9,15,11,4,4,3,60,0,0,4,7,3,3,5,7,37,0,0,4,3,4,3,7,3,23,573,258,602,326,153,54,45,181,2193
SSC20017,103,0,0,0,0,0,0,10,117,112,0,0,0,0,0,0,10,125,129,8,3,0,0,0,0,16,157,156,35,21,4,0,0,0,27,249,92,58,57,15,4,0,0,21,246,67,60,87,23,3,0,0,23,268,86,52,111,34,0,0,0,28,307,66,44,67,25,11,0,0,14,219,58,33,62,37,3,0,0,13,205,49,20,58,35,5,0,0,8,187,37,20,55,40,9,0,0,18,172,23,17,57,35,17,0,3,15,166,19,5,45,26,4,0,0,12,112,7,3,23,9,8,3,3,3,52,11,3,15,12,6,5,0,5,57,1010,364,668,283,77,15,7,222,2647
SSC20018,5,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,12,0,0,5,0,0,0,0,0,6,0,0,5,4,0,0,0,0,8,0,0,3,7,3,0,0,0,11,0,0,3,0,0,0,0,0,12,0,0,5,10,0,0,0,3,19,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,3,33,21,14,3,3,10,106
SSC20019,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,13,6,0,0,3,41
SSC20020,76,0,3,0,0,0,0,19,101,110,13,3,0,0,0,0,30,163,147,61,21,3,0,0,0,30,266,90,73,50,15,0,0,0,38,262,56,42,34,17,5,0,3,17,168,33,16,33,12,7,8,0,14,122,25,24,36,8,3,0,0,10,114,25,18,35,14,6,3,0,10,115,21,16,32,23,3,3,4,8,106,18,7,30,12,5,3,3,13,94,12,10,20,17,6,3,3,8,76,7,3,25,19,14,3,0,11,86,3,3,11,16,5,8,0,6,57,3,3,20,8,0,3,4,8,52,0,5,10,3,10,0,3,7,40,634,296,359,163,67,38,26,231,1816
SSC20021,43,0,0,0,0,0,0,10,54,35,3,3,0,0,0,0,3,48,26,12,4,3,0,0,0,0,49,27,18,19,5,0,0,0,4,76,10,5,30,12,0,0,0,8,69,10,12,30,15,6,0,0,6,77,13,10,32,12,3,0,0,6,76,9,15,39,28,3,0,4,3,94,12,8,37,14,9,3,0,6,93,14,5,32,36,7,3,0,14,99,11,12,48,33,16,3,3,13,132,4,3,36,21,7,3,0,7,90,6,0,26,18,9,7,6,11,77,6,6,4,12,6,8,3,8,52,9,3,23,23,17,7,6,4,84,243,119,358,232,87,33,22,95,1181
SSC20022,333,0,0,0,0,0,0,28,362,224,16,4,0,0,0,0,24,272,148,30,37,19,6,0,0,16,250,75,72,118,33,10,3,0,22,328,27,39,135,59,22,0,3,13,302,25,35,164,78,27,7,4,17,351,25,35,159,90,27,5,7,14,361,30,42,141,82,25,3,0,26,345,23,21,99,89,34,7,5,17,288,30,21,80,70,24,0,0,7,240,16,16,88,55,23,7,4,10,225,22,10,53,32,18,3,13,14,157,8,10,27,39,20,6,7,7,128,9,3,20,15,10,9,6,0,64,3,0,12,17,13,11,7,3,68,995,359,1123,675,257,60,52,218,3744
SSC20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11
SSC20024,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,4,0,0,8,35
SSC20025,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,5,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,6,0,0,9,32
SSC20026,7,0,0,0,0,0,0,3,12,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,0,0,3,6,0,0,0,0,10,3,0,7,0,3,0,0,0,17,3,0,3,9,0,0,0,0,14,0,0,8,4,3,0,0,0,16,3,0,4,3,0,0,0,0,15,0,0,7,0,7,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,33,28,16,3,4,7,116
SSC20027,36,0,0,0,0,0,0,7,46,28,0,3,0,0,0,0,8,42,15,11,9,3,0,0,0,0,36,9,5,9,4,0,3,0,3,45,4,8,15,13,3,0,0,6,47,3,4,22,13,3,0,0,6,49,8,4,27,19,3,0,0,10,76,4,3,16,7,3,0,3,3,49,6,4,20,11,14,7,0,4,62,3,0,13,16,3,3,0,4,43,0,0,15,12,8,0,0,10,45,3,0,9,3,3,3,3,0,19,0,0,0,9,4,3,0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,3,3,14,124,43,150,106,52,21,18,68,583
SSC20028,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,4,3,0,0,0,3,14,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,21,7,5,0,0,19,70
