SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20012,6,3,3,3,3,0,0,8,0,26,11,5,0,0,3,7,0,0,0,21,14,5,27,8,4,0,0,8,0,64,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,57,90,45,18,17,20,0,17,6,271
SSC20013,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,0,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,9,8,6,6,4,0,3,7,0,44
SSC20014,27,41,23,35,28,14,3,5,0,178,47,47,31,55,64,29,9,12,6,307,74,31,299,75,73,49,55,53,8,719,3,3,3,4,5,7,0,3,0,27,11,7,3,24,19,9,0,7,3,80,3,10,0,0,3,0,3,3,0,24,6,8,10,7,11,8,5,11,5,71,331,689,412,266,322,184,94,104,43,2441
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,13,10,12,19,9,3,8,6,0,83,5,13,19,29,17,16,13,14,3,128,17,8,126,51,38,19,47,50,4,356,0,0,3,9,10,6,4,11,0,30,3,0,4,10,12,3,3,5,0,48,0,4,0,0,0,0,3,3,0,12,0,3,10,3,12,10,16,7,7,68,64,177,210,145,143,88,107,123,21,1076
SSC20017,38,43,8,15,23,16,0,0,3,145,38,33,9,13,19,18,0,3,3,139,40,20,60,13,17,22,8,11,4,185,3,0,3,3,3,0,0,0,0,14,13,10,3,5,8,5,0,5,0,46,7,6,0,3,4,4,0,0,0,24,4,6,4,0,8,0,4,0,4,35,622,1121,117,118,222,149,10,31,47,2445
SSC20018,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,5,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,4,14,7,5,7,3,0,7,3,51
SSC20019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,3,0,0,0,0,27
SSC20020,5,14,17,15,7,7,5,15,0,83,16,19,35,21,16,10,5,12,4,146,29,9,99,42,26,22,30,43,3,311,0,0,0,0,3,0,3,3,0,13,0,0,0,4,3,0,3,12,0,27,0,0,4,3,0,0,3,8,0,26,0,0,11,12,0,3,3,15,8,51,102,292,212,171,125,96,75,161,30,1268
SSC20021,13,10,0,3,12,0,0,0,0,39,16,7,6,20,16,3,0,6,4,74,29,10,105,37,34,16,31,29,9,302,3,0,0,3,3,3,0,0,0,10,0,0,0,3,4,0,3,3,0,18,0,0,0,0,0,0,0,0,0,3,0,6,3,4,3,0,0,3,3,28,90,146,126,91,83,31,37,49,12,680
SSC20022,28,47,12,42,36,13,6,4,3,187,50,60,28,65,53,13,5,16,0,285,97,39,321,147,118,74,49,64,8,909,3,3,9,3,18,17,3,10,0,62,7,8,5,17,9,10,5,0,0,58,5,7,3,0,3,0,3,5,0,28,5,9,6,6,11,11,5,9,5,67,381,997,426,369,332,167,78,120,31,2900
SSC20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5
SSC20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,3,0,15
SSC20025,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,21
SSC20026,3,3,0,4,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,6,6,3,13,3,5,9,3,3,0,42,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,21,29,16,10,16,9,6,13,0,112
SSC20027,12,9,0,5,4,3,0,0,0,29,9,3,4,11,4,3,4,0,0,43,34,5,84,23,23,9,17,30,4,220,3,0,0,3,3,3,0,0,0,7,0,0,3,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,7,3,3,4,5,0,0,5,0,27,81,101,99,58,54,26,20,38,9,475
SSC20028,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,16,3,0,0,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,14,6,3,0,6,4,0,51
SSC20029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,8,0,0,3,5,6,0,39
SSC20030,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,4,4,4,4,0,40
SSC20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,14
SSC20033,28,45,11,16,12,12,0,0,0,120,28,20,23,16,29,11,3,7,7,141,34,20,89,31,15,19,9,15,0,230,0,0,0,0,3,0,0,0,0,10,7,7,5,7,5,6,0,7,0,39,4,4,3,0,4,0,0,0,0,16,3,8,3,4,4,9,0,0,0,30,429,1089,163,136,225,115,23,37,18,2232
SSC20034,44,54,30,30,41,20,3,10,0,235,64,81,44,59,74,33,11,11,4,380,96,44,354,89,100,57,65,76,12,884,3,3,0,3,8,3,3,6,0,31,21,9,17,11,29,16,7,6,4,117,4,12,3,4,5,5,0,4,0,38,7,17,11,10,14,5,4,8,12,83,564,1228,534,329,475,210,130,147,54,3667
SSC20035,42,82,66,52,72,26,20,25,10,392,75,82,79,134,117,59,31,37,11,636,128,70,670,195,198,94,186,159,31,1732,3,5,12,13,20,13,6,6,0,86,11,15,20,39,40,15,25,15,4,185,6,11,7,9,12,9,14,7,0,72,11,15,24,23,23,15,27,20,20,189,557,1391,994,654,802,348,372,374,99,5587
SSC20036,35,29,24,24,30,20,6,9,3,180,38,54,37,65,60,21,10,10,3,310,74,40,367,91,71,55,62,55,8,826,4,3,3,6,8,7,3,7,0,49,9,14,14,26,15,11,11,5,0,97,8,3,7,4,6,0,7,3,4,40,4,10,22,15,9,11,11,18,10,102,386,864,547,318,380,195,139,148,49,3033
SSC20037,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,7,0,0,3,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,6,0,10,0,0,3,4,0,37
SSC20038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,3,0,0,14
SSC20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20040,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,4,0,8,0,0,0,5,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,4,9,4,0,9,5,0,49
SSC20041,0,4,3,3,0,0,0,0,0,15,9,7,0,5,3,0,0,0,0,25,13,4,35,7,11,6,7,10,5,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3,13,33,51,45,20,12,10,17,18,7,216
SSC20042,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,3,0,3,0,24
SSC20043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SSC20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20045,5,18,3,8,12,5,3,6,3,65,12,13,8,15,14,6,0,3,3,75,22,6,113,21,19,9,13,19,0,222,0,0,0,3,3,0,0,0,0,15,0,4,0,4,7,0,0,0,0,15,0,3,0,0,0,0,0,0,0,7,3,5,7,3,4,8,0,3,0,29,124,287,154,91,91,46,21,37,20,868
SSC20046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7
SSC20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,15
SSC20048,11,7,3,4,0,9,0,3,0,40,11,0,8,14,3,3,0,6,0,48,28,4,71,12,11,5,16,35,0,173,0,0,0,0,0,0,0,0,0,10,0,6,0,4,0,3,0,8,0,18,0,0,3,0,0,0,0,3,0,7,4,3,4,3,0,4,0,5,0,24,84,97,94,50,29,35,16,71,3,480
SSC20049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20050,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,13
SSC20051,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,14,0,5,5,0,0,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,26,13,7,14,0,0,3,8,0,68
SSC20052,26,26,10,48,19,0,3,3,0,141,16,29,10,51,32,6,3,15,3,160,89,35,243,206,51,43,54,98,13,847,3,4,4,9,5,9,3,9,0,46,4,4,3,33,5,8,6,10,0,75,3,0,3,3,3,3,0,12,3,36,7,9,18,17,6,11,5,25,7,111,210,402,307,422,142,96,81,199,36,1882
SSC20053,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,3,3,3,0,0,0,0,39
SSC20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20055,3,4,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,10,6,0,6,3,3,0,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,25,24,9,3,9,0,5,9,0,82
SSC20056,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,3,0,3,24
SSC20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
SSC20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC20061,14,13,7,3,10,5,3,6,0,60,8,9,15,31,23,6,7,4,0,106,11,8,84,34,23,14,35,31,3,245,0,0,0,3,5,0,0,3,0,14,3,3,0,7,0,0,3,3,0,32,0,0,0,0,0,0,0,0,0,3,0,5,4,11,3,0,7,5,3,42,72,194,127,120,91,36,73,73,13,802
SSC20062,3,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,3,0,15,14,4,16,0,6,5,3,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,14,28,29,20,6,10,6,4,12,0,118
SSC20063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
SSC20064,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8,7,0,0,5,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,3,8,4,3,0,7,7,0,48
SSC20065,47,69,15,23,36,28,3,3,3,233,35,50,33,40,47,35,0,6,3,257,51,22,87,35,41,32,7,17,4,296,3,5,0,0,7,9,0,0,0,31,7,10,0,10,16,15,0,8,5,66,12,22,3,3,3,0,0,0,0,49,6,16,4,12,4,3,0,9,4,67,772,1767,224,264,479,321,22,92,69,4005
SSC20066,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,0,3,0,26
SSC20067,15,26,16,26,18,8,0,4,3,113,30,39,31,67,28,18,8,9,7,231,58,25,266,86,57,49,29,50,9,635,0,3,0,6,9,0,0,3,0,20,6,8,3,6,4,5,3,3,5,43,0,5,3,3,5,3,0,0,0,21,0,4,3,3,3,0,0,4,4,27,185,500,351,262,178,97,49,80,28,1731
SSC20068,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,12
