SSC_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SSC20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20012,0,0,0,0,0,3,3,0,0,7,4,12,17,28,63,52,9,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,7,3,0,0,38,0,0,0,0,0,0,0,0,0,0,9,0,0,6,10,4,3,0,0,36,3,6,14,7,4,16,5,0,0,55,0,0,0,0,7,3,3,0,0,11,0,0,0,0,3,8,0,0,0,12,0,0,0,3,3,7,0,0,0,7,0,0,4,0,3,4,0,0,0,12,0,0,0,5,11,3,3,0,0,22,0,0,3,3,3,3,0,0,0,18,0,0,0,3,8,7,0,0,0,14,0,0,0,4,9,19,3,0,0,34,0,0,4,8,18,9,0,0,0,45,0,0,0,7,9,4,0,0,0,15
SSC20013,0,0,5,0,0,0,0,0,0,3,0,0,6,7,11,9,0,0,0,34,0,0,0,6,5,12,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC20014,0,10,13,18,15,12,0,0,0,67,47,152,487,426,365,242,36,3,0,1758,0,0,4,3,3,0,0,0,0,4,0,0,3,3,3,0,0,0,0,13,9,20,60,60,53,41,3,0,0,238,0,4,9,17,8,4,0,0,0,38,9,30,114,93,67,24,9,3,0,346,0,6,25,31,25,18,0,0,0,104,33,46,90,78,52,41,10,0,0,347,28,28,54,24,33,11,6,0,0,194,3,23,90,82,99,60,6,0,0,367,0,7,14,7,17,3,0,0,0,58,0,7,41,48,27,16,3,0,0,142,0,8,25,16,11,7,0,0,0,63,3,18,70,75,39,23,3,0,0,230,0,7,32,30,28,17,3,0,0,120,0,14,63,56,55,44,3,0,0,235,0,13,112,86,63,60,9,0,0,343,0,27,116,77,90,68,16,3,0,402,0,7,18,13,4,5,3,0,0,53
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,0,0,16,11,12,6,0,0,0,49,28,84,219,185,174,159,24,0,0,868,0,0,4,0,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,17,46,93,71,50,6,0,0,277,0,0,6,0,3,4,0,0,0,15,0,20,54,35,31,30,7,0,0,170,0,6,19,18,13,14,4,0,0,77,19,50,69,38,33,30,9,0,0,242,21,25,38,16,23,12,3,0,0,123,0,8,51,52,47,29,13,0,0,203,0,3,4,3,0,0,0,0,0,17,0,7,26,7,7,0,0,0,0,47,0,3,0,3,7,10,0,0,0,24,0,9,31,19,11,9,4,3,0,79,0,7,17,20,25,20,8,0,0,100,0,3,13,10,12,9,5,0,0,57,0,10,22,26,27,32,4,0,0,130,3,26,60,46,37,44,7,0,0,212,0,10,9,6,0,0,0,0,0,23
SSC20017,0,3,11,18,19,11,3,0,0,61,34,84,304,388,396,223,66,11,0,1509,0,3,3,3,3,4,3,0,0,21,0,0,4,6,3,0,0,0,0,16,3,4,29,37,32,18,6,0,0,127,0,0,4,14,8,0,0,0,0,26,0,10,38,31,37,19,7,0,0,140,0,4,17,24,24,19,4,0,0,89,17,33,39,51,59,24,12,0,0,238,20,29,42,26,18,13,8,0,0,160,0,4,17,15,16,21,3,0,0,78,0,3,22,32,41,15,0,0,0,113,3,8,38,90,71,32,18,0,0,265,0,7,21,22,28,24,12,3,0,118,3,18,103,153,148,90,33,4,0,547,0,3,23,13,22,19,3,0,0,91,0,3,30,41,41,25,9,0,0,155,4,9,42,51,66,58,17,0,0,251,0,3,49,93,75,61,24,3,0,310,6,9,29,30,22,16,4,0,0,123
SSC20018,0,0,0,0,0,0,0,0,0,0,0,7,3,10,12,15,5,0,0,50,0,4,4,6,3,7,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,9,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0
SSC20019,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,3,0,0,20,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,4,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0
SSC20020,0,4,17,7,7,4,3,0,0,38,38,74,272,177,129,77,16,0,0,782,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,14,56,49,29,26,4,0,0,173,0,0,12,5,3,0,0,0,0,23,3,10,45,36,25,11,0,0,0,136,0,3,18,20,7,9,3,0,0,58,19,34,70,29,20,6,0,0,0,185,37,54,89,29,14,6,0,0,0,234,3,16,49,37,15,20,3,0,0,146,0,0,9,16,8,3,0,0,0,33,0,0,41,15,7,3,0,0,0,61,0,3,9,7,0,0,0,0,0,20,0,4,46,31,15,9,0,0,0,100,0,18,43,29,17,20,3,0,0,125,0,7,36,32,20,9,6,0,0,102,0,4,29,35,30,16,3,0,0,115,3,12,77,44,38,25,8,0,0,208,0,7,26,10,7,5,0,0,0,50
