SSC_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SSC20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20012,4,0,5,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,5,57,90,45,18,17,20,0,17,6,271
SSC20013,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,8,6,6,4,0,3,7,0,44
SSC20014,20,11,39,18,20,18,4,18,3,150,0,0,0,0,0,0,0,0,0,0,4,12,3,5,5,3,3,0,0,37,4,4,8,8,6,4,10,7,4,65,331,689,412,266,322,184,94,104,43,2441
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,8,0,19,11,11,4,7,13,0,77,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,8,3,0,19,0,3,15,4,7,13,11,10,12,90,64,177,210,145,143,88,107,123,21,1076
SSC20017,6,3,16,8,3,6,0,3,0,49,0,0,0,0,0,0,0,0,0,0,21,23,3,3,3,5,0,0,3,61,7,6,3,0,4,3,0,0,5,26,622,1121,117,118,222,149,10,31,47,2445
SSC20018,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,14,7,5,7,3,0,7,3,51
SSC20019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,3,0,0,0,0,27
SSC20020,8,3,49,12,7,5,5,16,0,103,0,0,3,0,0,0,3,3,0,13,3,7,3,3,5,0,3,4,0,23,0,3,6,9,5,5,7,11,8,52,102,292,212,171,125,96,75,161,30,1268
SSC20021,8,0,15,3,3,3,0,7,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,8,6,3,0,0,3,5,27,90,146,126,91,83,31,37,49,12,680
SSC20022,13,3,48,37,11,22,0,19,0,163,0,0,0,0,0,0,0,0,0,3,10,8,8,4,3,0,0,4,0,35,8,9,12,8,3,11,3,3,5,58,381,997,426,369,332,167,78,120,31,2900
SSC20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5
SSC20024,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,3,0,15
SSC20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,21
SSC20026,0,0,3,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,29,16,10,16,9,6,13,0,112
SSC20027,7,0,13,8,0,7,0,9,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,3,4,3,5,0,0,0,0,19,81,101,99,58,54,26,20,38,9,475
SSC20028,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,7,14,6,3,0,6,4,0,51
SSC20029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,8,8,0,0,3,5,6,0,39
SSC20030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,4,4,4,4,0,40
SSC20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,14
SSC20033,15,7,20,7,15,7,0,0,0,63,0,0,0,0,0,0,0,0,0,0,16,27,6,5,11,4,0,3,0,65,4,4,3,0,3,4,0,0,3,31,429,1089,163,136,225,115,23,37,18,2232
SSC20034,16,5,50,26,22,21,3,7,4,167,3,0,0,0,0,0,0,0,0,4,9,24,4,4,12,4,0,5,3,66,17,10,14,6,12,3,3,3,12,75,564,1228,534,329,475,210,130,147,54,3667
SSC20035,34,12,102,61,53,28,26,30,4,342,0,0,0,4,0,0,0,0,0,4,4,9,18,3,10,6,10,4,3,66,11,10,28,19,25,18,34,24,26,188,557,1391,994,654,802,348,372,374,99,5587
SSC20036,13,8,52,21,16,21,7,14,0,151,0,0,0,0,0,0,0,0,0,8,3,10,0,4,11,0,0,6,0,41,6,6,25,19,8,10,4,15,8,104,386,864,547,318,380,195,139,148,49,3033
SSC20037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6,0,10,0,0,3,4,0,37
SSC20038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,3,0,0,14
SSC20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20040,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,7,6,4,9,4,0,9,5,0,49
SSC20041,0,0,3,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,12,33,51,45,20,12,10,17,18,7,216
SSC20042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,3,0,3,0,24
SSC20043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SSC20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20045,3,0,22,3,3,0,0,6,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,16,3,0,8,0,3,4,0,3,0,22,124,287,154,91,91,46,21,37,20,868
SSC20046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7
SSC20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,15
SSC20048,8,0,28,0,3,9,3,16,0,61,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,5,0,18,84,97,94,50,29,35,16,71,3,480
SSC20049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,13
SSC20051,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,26,13,7,14,0,0,3,8,0,68
SSC20052,15,3,57,26,12,12,3,13,3,145,0,0,0,0,0,0,0,3,0,6,3,0,3,6,3,0,4,7,0,31,12,8,11,11,3,11,10,22,6,101,210,402,307,422,142,96,81,199,36,1882
SSC20053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,12,3,3,3,0,0,0,0,39
SSC20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20055,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,9,3,9,0,5,9,0,82
SSC20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,7,0,0,0,3,0,3,24
SSC20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
SSC20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC20061,6,0,12,5,10,0,3,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,12,3,5,3,3,3,0,4,3,3,31,72,194,127,120,91,36,73,73,13,802
SSC20062,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,11,28,29,20,6,10,6,4,12,0,118
SSC20063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
SSC20064,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,3,8,4,3,0,7,7,0,48
SSC20065,26,3,37,18,18,12,0,8,0,127,0,0,0,0,0,0,0,0,0,0,16,17,8,10,16,9,0,4,3,89,12,15,3,4,3,5,0,0,12,52,772,1767,224,264,479,321,22,92,69,4005
SSC20066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,0,3,0,26
SSC20067,12,3,52,17,8,9,6,4,5,120,0,0,0,0,0,0,0,0,0,3,3,0,4,6,3,0,0,3,0,19,0,3,8,9,0,0,0,4,3,31,185,500,351,262,178,97,49,80,28,1731
SSC20068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,12
SSC20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20070,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,33,9,13,6,3,10,5,158
SSC20071,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,28,48,21,10,15,3,0,5,3,134
SSC20072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,16,3,0,0,3,0,4,0,0,25
SSC20073,0,0,7,4,0,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,5,4,3,0,0,0,0,20,66,175,117,83,72,40,24,28,9,605
SSC20074,19,8,63,47,20,17,3,15,4,205,4,3,0,0,3,0,0,0,0,9,20,51,5,11,16,12,3,3,3,113,12,16,9,12,12,0,4,8,14,96,1013,2519,477,533,668,292,104,187,77,5879
SSC20075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,3,3,7,3,0,0,0,75
SSC20076,24,5,16,15,3,5,0,0,0,63,0,0,0,0,0,0,0,0,0,3,12,21,5,3,5,7,0,3,3,65,3,10,0,3,0,4,0,0,3,22,625,1307,196,173,329,139,24,65,38,2883
SSC20077,10,4,34,14,9,11,0,4,0,87,0,0,0,0,0,0,0,0,0,3,3,10,4,3,3,4,0,3,0,38,3,3,5,3,4,0,4,0,9,32,377,925,236,213,277,158,48,87,37,2353
SSC20078,7,3,38,19,16,7,0,9,4,109,0,0,0,0,0,0,0,0,0,3,6,12,0,5,10,5,0,0,0,34,7,3,6,0,8,7,0,0,8,46,407,901,361,250,338,134,47,71,31,2542
SSC20079,18,3,35,17,14,14,3,6,0,113,0,0,0,0,0,0,0,0,0,0,3,7,8,0,11,5,4,3,0,39,6,4,8,8,8,10,4,4,9,60,333,661,347,224,310,162,80,78,35,2242
SSC20080,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,4,3,4,0,0,8,0,37
SSC20081,3,4,26,12,3,5,0,3,0,59,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,0,0,13,0,5,8,0,7,0,3,0,3,29,143,275,219,99,153,68,45,57,16,1078
SSC20082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SSC20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,20,3,6,3,6,3,0,55
SSC20085,0,0,9,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,5,3,0,0,3,0,6,8,24,63,58,58,25,29,15,12,48,8,327
SSC20086,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,31,44,36,35,13,11,14,30,3,221
SSC20087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20088,16,11,61,31,21,15,11,13,0,176,0,0,0,0,0,0,0,0,0,6,4,14,6,10,13,0,7,0,0,57,16,11,13,13,9,12,6,12,21,111,406,967,496,272,465,217,116,138,61,3142
SSC20089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11
SSC20090,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,3,0,0,0,0,7,37,81,75,26,27,29,12,7,4,300
SSC20091,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,22,14,5,3,4,10,0,112
SSC20092,0,0,4,3,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,10,44,54,47,26,32,14,12,12,3,248
SSC20093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12
SSC20094,8,3,27,9,8,5,10,4,0,69,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,3,3,0,22,7,5,8,5,11,7,4,6,5,57,203,415,324,212,203,87,105,98,24,1668
SSC20095,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,19,20,27,14,3,3,5,9,0,96
SSC20096,4,0,16,3,0,4,0,5,0,37,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,3,4,0,26,52,81,116,63,44,24,14,54,12,463
SSC20097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC20098,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,15,26,14,4,16,9,12,4,3,100
SSC20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9
SSC20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,3,0,16
SSC20101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,6,0,7,0,0,0,4,4,39
SSC20102,14,0,58,27,25,16,3,22,0,164,0,0,0,0,0,0,0,3,0,3,0,8,3,6,3,0,0,3,0,29,8,3,7,12,3,14,10,16,9,88,190,412,344,299,174,131,76,165,29,1823
SSC20103,3,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,16,5,9,8,3,0,5,0,49
SSC20104,12,3,49,12,9,8,3,4,3,103,0,0,0,0,0,0,0,0,0,0,9,13,3,10,9,0,0,3,4,54,5,6,4,7,4,7,0,0,9,34,402,1059,211,228,266,153,32,97,41,2494
SSC20105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,8,6,0,3,3,3,3,0,29
SSC20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11
SSC20107,3,0,13,4,5,4,3,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,15,0,3,3,3,4,0,4,5,0,23,98,204,153,106,104,44,37,40,14,806
SSC20108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,3,3,19
SSC20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20110,4,0,42,17,4,11,4,9,0,89,0,0,0,0,0,0,0,0,0,0,8,16,0,6,0,0,0,0,0,33,0,3,6,3,3,3,0,3,4,26,248,793,208,222,148,98,41,59,20,1843
SSC20111,11,4,41,17,12,13,0,8,0,105,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,3,0,25,3,3,8,4,3,7,5,3,3,41,156,495,268,226,151,97,47,102,19,1564
SSC20112,4,0,27,8,8,3,3,7,0,66,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,17,6,0,5,3,3,3,0,3,4,20,146,375,194,129,121,63,27,52,14,1122
SSC20113,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,0,0,0,0,0,3,16
SSC20114,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,23,21,11,5,10,7,6,4,3,86
SSC20115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,8,9,0,7,3,3,3,0,41
SSC20116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,16
