SSC_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SSC20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20012,0,0,0,0,0,0,0,0,8,0,0,0,14,0,0,0,14,0,0,12,44,10,0,0,54,0,0,0,53,0,0,58,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,8,0,0,66,0,0,0,73,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0,3,0,0,4,56,8,0,0,69,0,0,0,73,8,0,79,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,69,8,0,0,85,0,0,0,88,8,0,93
SSC20013,0,0,0,0,0,0,0,0,12,0,0,0,12,0,3,3,14,0,0,14,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,0,3,3,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,0,3,3,18,0,0,18,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,20,0,3,3,25,0,0,25
SSC20014,27,0,0,0,27,4,0,29,250,14,0,3,267,0,0,0,267,11,0,277,439,41,10,0,489,3,0,3,492,14,0,503,29,3,7,0,43,0,0,0,48,5,0,46,0,0,0,11,11,0,0,0,16,0,0,16,723,58,18,18,811,4,0,4,818,28,0,842,3,0,0,0,5,0,0,0,9,0,0,9,7,3,0,0,12,3,0,3,12,0,0,12,9,5,0,0,16,6,0,6,25,0,0,25,729,65,18,18,827,9,0,9,837,28,0,868,227,8,3,3,247,4,0,4,250,21,0,263,5,0,0,0,5,0,0,0,5,0,0,5,966,72,20,23,1076,11,0,11,1093,48,0,1139
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,25,0,0,0,25,14,0,38,118,19,0,0,133,0,0,4,136,16,0,155,114,35,4,0,160,3,0,7,162,22,0,190,13,3,0,0,12,3,0,3,19,3,0,17,4,4,0,7,14,0,0,0,14,0,0,14,248,63,9,10,326,10,3,11,336,41,0,374,11,0,0,3,10,0,6,6,16,0,0,16,20,5,0,0,24,3,3,9,33,3,0,36,26,6,0,3,35,6,13,18,51,3,0,52,274,73,9,6,359,15,12,26,388,47,0,433,227,82,7,13,330,15,12,28,353,123,0,477,0,0,0,0,0,0,0,0,0,0,13,15,503,154,11,20,688,30,22,54,738,169,12,923
SSC20017,26,0,0,0,26,3,0,27,249,39,3,5,295,6,0,6,300,27,0,328,319,36,3,0,355,0,0,3,358,3,0,358,23,0,3,0,26,0,0,0,26,0,0,26,0,0,0,7,8,0,0,0,8,0,0,8,591,73,12,12,677,6,0,8,689,28,0,721,6,0,0,0,6,0,0,0,5,0,0,5,10,4,0,0,8,0,0,0,8,0,0,8,14,4,0,0,14,0,0,0,19,0,0,19,608,73,12,12,698,9,0,8,708,28,0,734,198,10,0,0,212,3,0,3,212,16,0,228,3,0,0,0,3,0,0,0,3,0,0,3,803,86,10,10,911,10,0,8,922,43,0,967
SSC20018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,3,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,15,0,0,0,15,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,3,11,7,0,0,15,0,3,3,20,0,0,15,11,0,0,0,11,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,24,0,3,3,28,0,0,28
SSC20019,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,5,3,0,0,0,5,3,0,3,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,3,0,3,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,3,0,3,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,3,0,3,14,0,0,14
SSC20020,14,0,0,0,13,3,0,22,79,11,0,0,89,5,4,8,92,10,0,107,112,34,0,0,146,4,3,5,149,12,0,161,10,0,5,0,16,0,0,4,16,0,0,16,3,0,0,0,3,0,0,0,3,0,0,3,202,39,5,4,249,8,9,15,262,21,0,287,13,3,0,0,16,5,0,5,19,0,0,20,10,7,0,0,16,5,0,5,18,0,0,19,22,6,0,0,33,12,0,12,44,3,0,46,225,46,5,4,278,18,9,30,306,28,0,335,112,53,3,0,176,12,3,20,192,54,0,251,0,0,0,0,0,0,0,0,0,0,4,6,339,107,7,8,454,35,14,44,499,84,4,588
SSC20021,0,0,0,0,0,0,0,3,52,5,4,0,63,0,0,0,63,6,0,70,164,12,3,0,177,7,0,7,188,0,0,188,15,0,0,0,14,0,0,0,14,0,0,14,4,0,0,0,3,0,0,0,3,0,0,3,239,21,4,0,268,7,0,7,275,6,0,277,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,10,11,0,0,0,11,0,0,0,11,0,0,11,252,21,4,0,277,7,0,7,284,8,0,288,52,0,0,0,58,0,0,0,58,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,303,21,6,0,331,7,0,7,340,13,0,349
SSC20022,35,0,0,0,35,4,0,40,374,63,3,3,445,6,5,16,455,19,0,474,835,76,18,0,929,13,0,8,941,18,0,952,68,8,3,0,78,0,0,0,78,0,0,78,9,0,0,0,6,0,0,0,6,0,0,8,1273,147,27,6,1458,17,7,25,1483,35,0,1516,17,0,0,0,17,0,0,0,17,0,0,17,24,0,0,0,27,0,0,0,27,3,0,30,41,0,0,0,47,0,0,0,47,3,0,45,1321,147,27,6,1500,17,7,25,1524,40,0,1565,261,31,0,5,298,6,0,6,309,20,0,327,0,0,0,0,0,0,0,0,0,0,3,3,1584,178,25,17,1800,22,7,28,1835,54,3,1892
SSC20023,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC20024,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,6,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,0,0,0,8,0,0,12,3,0,0,3,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,19,0,0,0,19,0,0,16
SSC20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,6,0,0,6
SSC20026,0,0,0,0,0,0,0,0,9,4,0,0,16,0,0,0,16,3,0,15,32,7,0,3,34,0,0,0,34,0,0,38,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,3,56,0,0,0,56,6,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,3,56,0,0,0,56,6,0,62,8,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,52,9,0,3,65,0,0,0,65,6,0,76
SSC20027,0,0,0,0,0,0,0,0,50,10,0,0,57,0,0,0,57,0,0,57,126,4,3,5,137,0,0,0,137,0,0,140,16,0,3,0,21,0,0,0,21,0,0,21,0,0,0,4,4,0,0,0,4,0,0,4,187,20,11,7,226,0,0,0,226,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,20,11,7,226,0,0,0,226,0,0,227,43,5,0,0,44,0,0,0,44,6,0,54,0,0,0,0,0,0,0,0,0,0,0,3,227,27,10,7,273,0,0,0,273,5,0,275
SSC20028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,16,0,0,0,16,0,0,16,9,0,0,5,12,0,0,0,12,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,5,24,0,0,0,24,3,0,30
